Nama_Ibu,Alamat,Kecamatan,Desa,Nomer_NIK,TB_Ibu,BB_Ibu,IMT,Usia_ibu,Pendidikan_Ibu,Pekerjaan_ibu,Pendidikan_AYAH,Pekerjaan_Ayah,Jumlah_PendapatanKeluarga,NominalGaji,Status_Pernikahan,UsiaPertamaMenikahIbu,Kepemilikan_KK,JumlahAnak,Nama_BADUTA,UsiaBaduta,JenisKelamin,PersalinanOleh,BB_Lahir,PanjangLahir,Riwayat_Imunisasi,RiwayatDiare_2mgguTerakhir,RiwayatISPA_2mgguTerakhir,Punya_AkteLahir,BB_Baduta,PB_Baduta,StatusGizi_Baduta,Baduta_Dapat_ASI_Ekslusif,Baduta_DapatMPASI,Baduta_DapatPMT,PMT_DihabiskanAtauTidak,AlasanMendapat_PMT,BadutaDitimbang_Minimal8x,Baduta_DapatZinc_saatDiare,PernahCacingan,PernahMinum_ObatCacing,Bumil_DapatFolat_Fe,Ibu_DapatKonseling_PromosiASI,Ibu_DapatKonseling_PromosiMPASI,Punya_Sal_AirBersih,Punya_Jamban,GunainJamban_BAB,Ada_SepticTank,IBU_CuciTanganSabun_SBLMMakan,IBU_CuciTanganSabun_SetelahBAB,Anak_CuciTanganSabun_SebelumMakan,Anak_CuciTanganSabun_SetelahBAB,Anak_GunakanAlasKakiSaatMAin,Ibu_DapatBantuanBeras,Kel_KonsumsiSayuran,Kel_KonsumsiBuahBuahan,AdaYAnKes_diRumahTinggal,CaraPergi_KePuskesmas,JarakRumahKeYANKES,IBU_PakaiKB,JenisKB,Kepemilikan_BPJS,KewajibanMendidikAnak,YangJagaAnak_SetiapHari,PAUD_SekitarRumah,IbuMenyekolahkanAnak_KePAUD,Ibu_DapatInformasi_Gizi,Status_Stunting
Johanna Le Galle,4 Loomis Hill,Illinois,United States,3.60E+15,148,49,2,34,2,1,3,1,1,1500000,1,20,1,2,Johanna Le Galle,6,1,1,3300,50,2,2,1,1,8.4,69,3,1,1,2,1,,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,"0,2 km",1,Suntik,2,1,1,1,1,2,Stunting
Gale Kenforth,9794 Oriole Way,Florida,United States,,136,55,3,29,2,1,2,1,1,#NULL!,1,21,1,2,Gale Kenforth,7,1,1,3800,48,1,2,2,2,7.1,64,3,1,1,2,1,,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,"1,5 km",1,Suntik,1,1,1,1,1,2,Stunting
Berrie Filchagin,5269 Bunting Alley,California,United States,1.80E+15,153,61,3,21,3,1,3,1,1,2000000,1,20,1,#NULL!,Berrie Filchagin,0.4,1,1,3000,49,1,2,2,2,3.5,50,3,1,1,1,1,,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,"0,2 km",1,Suntik,2,1,1,1,1,2,Stunting
Quint Brant,83 Bartillon Court,Nevada,United States,3.60E+15,161,55,2,25,4,2,3,1,1,1600000,1,#NULL!,1,1,Quint Brant,23,1,1,3500,48,1,1,1,1,12,86.5,3,1,1,1,1,,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1 km,1,Suntik,1,1,1,1,1,1,Stunting
Donella Wilde,68818 Southridge Parkway,Utah,United States,,153,74,3,23,3,2,4,1,2,5000000,1,21,1,1,Donella Wilde,19,1,1,3500,48,2,1,1,1,12,78,3,1,1,1,1,semuanya dapat,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"0,1 km",1,Pil,1,1,1,1,2,1,Stunting
Bronson Adcock,604 Anthes Trail,Texas,United States,,155,81.5,3,34,3,2,2,1,2,4000000,1,23,1,2,Bronson Adcock,17,1,1,3500,45,1,1,1,2,9.7,75,3,1,1,1,1,Program,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1 km,1,Implan,1,1,1,1,1,1,Stunting
Zaneta Scoines,7 Vermont Road,Mississippi,United States,3.60E+15,142,45,2,40,1,2,1,1,1,1000000,1,18,1,5,Zaneta Scoines,9,2,1,2600,46,1,2,2,2,7.2,69,3,1,1,1,1,agar tidak rewel,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,"0,25 km",1,suntik,1,1,1,1,1,1,Stunting
Tamarah Russam,686 Sutherland Circle,Texas,United States,,143,49,2,23,2,1,3,1,2,2400000,1,22,1,1,Tamarah Russam,2,2,1,4000,49,1,#NULL!,#NULL!,#NULL!,5.3,51,3,1,1,2,1,,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,"0,5 km",1,Suntik,1,1,1,1,1,1,Stunting
Amerigo Poat,7895 Forster Court,Texas,United States,,147,46,2,19,3,1,3,0,1,2000000,1,18,0,1,Amerigo Poat,4,2,1,4000,50,1,2,1,2,6.1,61,3,2,2,2,2,,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,"0,5 km",1,Suntik,1,1,1,1,1,1,Stunting
Griselda Bazire,997 Corscot Place,Washington,United States,,137,50,3,32,1,1,2,1,2,500000,1,21,2,2,Griselda Bazire,2,2,1,#NULL!,#NULL!,1,2,2,2,4.4,42.7,1,1,2,2,1,,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1 km,1,Suntik,1,1,1,1,2,2,Stunting
Kylila Reichardt,32 Porter Pass,Texas,United States,3.60E+15,157,72,3,23,3,1,1,1,1,#NULL!,1,21,1,1,Kylila Reichardt,7,2,1,3000,43,2,1,1,2,6.8,6.4,3,1,1,1,1,,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1 km,1,Suntik,1,1,1,2,2,2,Stunting
Bert Bellson,73 Monica Center,Virginia,United States,,150,62,3,36,1,1,2,1,1,#NULL!,1,22,1,3,Bert Bellson,12,2,1,2800,48,1,2,1,2,8.3,71,3,1,2,2,1,,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2 km,1,Suntik,2,1,1,1,2,1,Stunting
Vita Beadle,62239 Bultman Plaza,Ohio,United States,3.60E+15,165,58.5,2,26,1,1,1,1,1,2000000,1,20,1,5,Vita Beadle,6,1,1,4000,#NULL!,1,1,1,2,8.9,72,3,1,2,1,1,cemilan tambahan,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1 km,1,Pil,1,1,1,1,1,1,Stunting
Ondrea Frowen,56 Moland Way,Georgia,United States,3.60E+15,149,60,3,36,1,1,1,1,1,#NULL!,1,18,1,5,Ondrea Frowen,15,2,1,3200,#NULL!,2,2,1,2,7.5,72,2,1,1,1,1,,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1 km,2,0,1,1,1,2,2,2,Stunting
Hakim Masarrat,672 Victoria Road,California,United States,3.60E+15,156,58,2,26,1,1,1,1,1,500000,1,20,1,3,Hakim Masarrat,4,2,1,2600,#NULL!,2,2,2,2,4.9,55,2,1,2,2,1,,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,,1,Pil,1,2,5,2,2,1,Stunting
Aurea Peery,37 Utah Park,Minnesota,United States,,#NULL!,#NULL!,1,27,3,2,3,1,1,#NULL!,#NULL!,25,1,1,Aurea Peery,18,1,1,#NULL!,#NULL!,2,2,1,1,13,84,3,1,1,1,1,,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1 km,2,0,1,1,1,1,1,1,Stunting
Jamill Leonarde,89132 Dawn Way,Texas,United States,3.60E+15,145,53,3,25,3,1,1,1,2,3000000,1,19,1,2,Jamill Leonarde,2,1,1,4000,48,2,2,1,1,6.1,58,4,1,1,1,1,Sudah mau makan,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"0,03 km",1,Suntik,1,1,1,1,1,2,Stunting
Bale Ions,54 Riverside Alley,Arizona,United States,,154,70,3,23,2,1,1,0,1,2000000,1,18,1,2,Bale Ions,16,1,1,3500,48,2,#NULL!,#NULL!,#NULL!,9.4,80,2,1,1,1,1,supaya tidak rewel,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"0,5 km",1,Pil,1,1,1,1,1,2,Stunting
Hy Lapree,59 Forest Dale Avenue,North Carolina,United States,3.60E+15,155,51,2,24,2,1,2,1,1,2000000,1,22,1,1,Hy Lapree,12,1,1,3300,#NULL!,1,2,1,1,10,76,3,1,1,1,2,gizi kurang kalau,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,0.5 km,1,Suntik,2,1,1,2,2,2,Stunting
Tara Mardell,80 Doe Crossing Trail,Delaware,United States,3.60E+15,142,80,2,26,1,2,1,1,1,500000,1,17,2,3,Tara Mardell,9,1,1,2800,41,1,2,1,1,7,61,2,2,2,1,#NULL!,,#NULL!,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,900 meter,1,Implan,1,1,1,1,1,2,Stunting
Gleda Assante,590 Duke Lane,Illinois,United States,,146,60,2,39,2,1,2,1,1,10000000,1,21,1,3,Gleda Assante,2,2,1,4000,48,1,2,2,2,4.5,60,2,1,1,1,1,tambah gizi,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,800 meter,1,Suntik,2,1,1,1,1,1,Stunting
Traver Featherstonhaugh,99016 Haas Street,Kentucky,United States,,#NULL!,#NULL!,2,23,3,1,3,1,2,3000000,1,21,1,1,Traver Featherstonhaugh,11,2,1,2500,50,1,2,1,1,8.1,69,3,1,1,1,2,,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,5 km",1,Suntik,1,1,1,1,1,1,Stunting
Dario Pettko,0 Brown Drive,Georgia,United States,,156,40,1,26,2,1,1,1,1,1400000,1,21,1,2,Dario Pettko,10,1,1,3000,#NULL!,1,1,1,2,8.9,71,3,1,1,1,1,Asi sedikit,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2 km,1,Suntik,1,1,1,2,2,2,Stunting
Lilian Larkings,1 Sundown Court,Idaho,United States,3.60E+14,147,52,2,33,1,1,1,1,1,800000,1,18,1,2,Lilian Larkings,14,1,1,3000,48,1,2,2,#NULL!,6.8,74,1,1,2,2,#NULL!,,#NULL!,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,,2,0,1,2,3,2,2,2,Stunting
Alvin Hellewell,02 Texas Hill,Arizona,United States,,149,54,2,38,1,1,2,1,1,1000000,1,28,1,3,Alvin Hellewell,13,2,1,3200,#NULL!,1,2,2,1,6.9,70,2,1,1,1,1,anggotaposyandu,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,"0,2 km",1,Suntik,1,1,1,1,1,2,Stunting
Tito Ivell,1837 Clemons Point,Texas,United States,,146,62,3,34,2,1,2,1,1,1000000,1,16,1,4,Tito Ivell,18,1,1,4200,#NULL!,2,1,1,2,11.9,80,3,1,1,1,1,,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,"0,5 km",2,0,2,1,1,1,1,2,Stunting
Karlis Loache,654 Hansons Junction,Virginia,United States,3.60E+15,149,54,2,31,3,1,3,1,2,3200000,1,21,1,3,Karlis Loache,11,2,1,3000,49,2,2,1,1,9.5,69,3,2,1,1,1,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"0,2 km",1,Suntik,1,1,1,1,1,1,Stunting
Fonzie Duckinfield,5825 Browning Trail,California,United States,,147,59,3,40,1,1,1,1,1,500000,1,20,1,3,Fonzie Duckinfield,9,2,1,3000,#NULL!,1,2,1,1,8,68,3,1,1,2,1,,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,"0,3 km",1,Suntik,1,1,1,1,1,2,Stunting
Martyn Farr,00 Vidon Road,Virginia,United States,,129,53,3,73,1,1,1,1,2,500000,1,21,1,3,Martyn Farr,15,2,1,2800,46,1,#NULL!,#NULL!,#NULL!,9,65,3,1,1,1,1,,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 km,1,Suntik,1,1,1,1,1,1,Stunting
Bobbe Bertlin,958 Welch Avenue,Georgia,United States,,#NULL!,58.5,1,25,1,1,1,1,2,2800000,1,18,1,3,Bobbe Bertlin,7,2,1,3000,48,1,2,2,1,6.5,65,2,1,1,1,1,,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,"0,5 km",1,Suntik,1,1,1,1,1,1,Stunting
Nikkie Aldis,09 Delaware Terrace,Texas,United States,3.60E+15,152,54,2,28,1,1,2,1,1,1500000,1,19,1,2,Nikkie Aldis,2,2,1,3600,47,1,2,1,1,5.2,60,3,1,2,2,1,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"0,5 km",1,Implan,1,1,1,1,1,1,Stunting
Kassandra Amott,97243 Nelson Park,Minnesota,United States,,168,59,2,35,1,1,2,1,2,2700000,1,19,1,3,Kassandra Amott,17,2,1,3200,48,1,2,1,1,10,74,4,1,1,1,2,agar kebutuhan giz,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,1,1,"0,2 km",1,Suntik,2,1,1,1,1,1,Stunting
Davon Matchett,9059 Amoth Lane,Colorado,United States,,142,45,2,19,1,1,1,1,1,1000000,1,17,1,1,Davon Matchett,1,2,1,3000,50,1,2,2,2,3.6,53,2,1,2,1,1,,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1 km,2,0,2,1,1,1,1,2,Stunting
Olympie Bouda,82788 Banding Hill,New Hampshire,United States,,155,80,2,21,3,1,3,1,2,4000000,1,19,1,1,Olympie Bouda,8,2,1,1800,46,1,2,1,1,8,66,3,2,1,1,1,Anggota_Posyandu,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"0,1 km",2,0,2,1,1,1,1,1,Stunting
Kearney Rubenovic,22 Ohio Pass,Florida,United States,3.60E+15,135,32,1,30,3,1,1,1,1,1900000,1,28,1,1,Kearney Rubenovic,7.5,2,1,2800,44,1,2,1,1,6.1,62,3,2,1,1,1,"supaya lebih kuat,",1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,"0,4 km",2,0,1,1,1,1,1,1,Stunting
Monroe Manion,859 Stang Avenue,Wisconsin,United States,3.60E+15,141,60,3,37,1,1,1,1,1,400000,1,18,1,4,Monroe Manion,13,2,1,3900,48,1,2,1,1,11.6,78,3,1,1,1,1,supaya tdk lapar,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,"0,5 km",2,0,2,1,1,1,1,1,Stunting
Luigi Villaret,66819 Tennyson Way,Texas,United States,3.60E+15,130,48,3,35,1,1,1,1,2,3500000,1,19,1,4,Luigi Villaret,1,1,2,#NULL!,#NULL!,1,2,1,2,3.6,52,3,1,2,2,2,,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,0.5 km,1,Pil,1,1,1,2,2,2,Stunting
Sioux Plenty,72504 Springview Park,Texas,United States,,142,61,3,19,1,1,2,1,1,#NULL!,1,18,1,1,Sioux Plenty,8,2,1,4000,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8.9,68.5,3,1,1,2,1,,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3 km,1,Suntik,1,1,1,2,2,1,Stunting
Ranee Vedenichev,67 Merry Alley,California,United States,3.60E+15,149,55,2,35,1,1,3,1,1,#NULL!,1,15,1,4,Ranee Vedenichev,11,2,1,3900,48,2,2,2,1,7,72,3,1,1,1,1,,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1 km,1,Suntik,1,1,1,2,2,2,Stunting
Boris Frusher,6 Scott Plaza,Louisiana,United States,,150,48,2,23,4,1,3,1,2,4200000,1,23,1,1,Boris Frusher,24,2,1,3700,46,1,1,2,1,10,80,3,1,1,1,2,Supaya sehat,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,"0,3 km",1,Suntik,2,1,1,1,1,1,Stunting
Tabb Dykas,41696 Cambridge Way,New York,United States,3.60E+15,148,58,3,26,3,1,1,1,1,1500000,1,21,1,3,Tabb Dykas,11,2,1,2700,46,2,2,1,1,9,72,3,1,1,1,2,agar sehat,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2 km,2,0,1,1,1,1,2,1,Stunting
Charil Pierrepoint,55 Mandrake Road,Texas,United States,,160,56,2,35,1,1,1,1,1,#NULL!,1,23,1,3,Charil Pierrepoint,4,2,1,3000,49,1,2,1,2,6.3,61,3,1,2,2,1,,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,"0,2 km",1,Suntik,2,1,1,1,1,1,Stunting
Tally Tupie,76 Mendota Plaza,Florida,United States,,152,70,3,20,2,1,2,1,1,1500000,1,17,1,1,Tally Tupie,5,1,1,3400,50,2,2,1,2,#NULL!,#NULL!,1,1,1,2,#NULL!,,#NULL!,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,1,"0,7 km",1,suntik,1,1,1,1,1,1,Stunting
Willy Davidy,295 Crownhardt Junction,Texas,United States,,146,47,2,30,2,1,2,1,2,2800000,1,15,1,5,Willy Davidy,18,1,1,4000,#NULL!,1,2,1,2,11,75,3,1,2,2,1,,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,"0,5 km",2,0,1,1,1,2,2,2,Stunting
Bear Eytel,05882 Susan Drive,Texas,United States,,138,37,1,30,2,2,1,0,1,#NULL!,1,27,2,2,Bear Eytel,11,1,1,3000,#NULL!,2,1,2,2,7.4,69.5,2,1,1,1,1,,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1.2 km,1,Suntik,2,1,1,1,1,1,Stunting
Brendis Finn,66 Sullivan Trail,Minnesota,United States,,148,55,3,23,3,1,1,2,1,#NULL!,1,19,1,2,Brendis Finn,11,1,1,3100,49,1,2,1,1,10.2,75,3,1,1,1,1,,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,"0,3 km",2,,1,1,1,1,1,1,Tidak Stunting
Ferdinanda Rodolico,932 Harper Alley,Alabama,United States,,160,62,2,33,2,1,2,1,1,#NULL!,1,23,1,2,Ferdinanda Rodolico,22,2,2,2500,52,2,2,2,2,9,80,3,1,1,1,1,,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,"0,5 km",1,suntik,1,1,1,1,1,1,Tidak Stunting
Julio Tourmell,0 Killdeer Lane,California,United States,,145,72,3,35,1,1,3,2,2,2800000,1,14,1,4,Julio Tourmell,4,2,2,2700,#NULL!,2,2,2,2,6.5,62,3,1,2,1,1,,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,"0,2 km",1,Pil,2,1,1,1,1,2,Tidak Stunting
Ethyl Arniz,6 Monica Trail,Minnesota,United States,,146,61,3,31,2,1,2,2,2,3900000,1,22,1,2,Ethyl Arniz,9,2,1,3300,49,2,1,1,2,7.6,71.3,2,1,1,1,2,Sering nangis,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2 km,1,Suntik,2,1,1,1,1,2,Tidak Stunting
Cass Allwood,453 American Ash Place,Florida,United States,,141,77,3,37,1,1,1,2,1,2000000,1,20,1,4,Cass Allwood,15,1,1,3500,#NULL!,2,2,1,1,6.4,76.5,1,1,1,2,1,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,"0,5 km",1,Suntik,1,1,1,1,1,1,Stunting
Glennie Margach,76 Leroy Hill,District of Columbia,United States,,136,53,3,27,2,1,3,2,1,2000000,1,19,1,2,Glennie Margach,20,2,1,4200,50,1,2,1,1,9.5,80,2,1,1,1,1,DIberikan puskesma,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2 km,1,Suntik,1,1,1,1,1,1,Stunting
Wendye Kiley,2 Forster Avenue,Georgia,United States,,145,50,2,36,1,2,1,2,1,1000000,1,19,1,4,Wendye Kiley,12,2,1,4000,47,1,2,2,1,8.1,69,3,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Stunting
Bianka Grigorescu,2001 Cascade Junction,Arizona,United States,3.60E+15,130,43,3,39,1,1,1,1,1,300000,1,21,1,3,Bianka Grigorescu,12,2,1,3500,37,1,2,1,2,7.3,68,3,1,1,1,1,,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,"1,5 km",2,,1,1,1,2,2,1,Tidak Stunting
Oren Ricardot,4756 Shasta Alley,California,United States,,147,42.5,2,29,3,1,1,1,1,2000000,1,20,1,2,Oren Ricardot,4,1,1,3700,#NULL!,1,2,1,1,7.5,76.5,3,1,1,1,1,,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1 km,2,,1,1,1,1,2,1,Tidak Stunting
Ivonne McCully,12637 Eagan Place,Arizona,United States,3.60E+15,151,68,3,37,1,1,1,2,1,50000,1,18,1,4,Ivonne McCully,10,1,1,3600,47,2,2,1,2,8.5,71,3,2,2,2,1,,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,1 km,2,,1,1,1,1,2,1,Tidak Stunting
Luce Poulter,692 Forest Run Place,Colorado,United States,,156,60,2,21,3,1,4,2,1,200000,1,20,2,4,Luce Poulter,17,2,1,2500,#NULL!,1,2,1,1,8,71,3,1,1,1,2,tambah gendut,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1 km,2,,2,1,1,1,2,1,Stunting
Bernarr Brodbin,0609 Hollow Ridge Lane,California,United States,,155,67,3,30,3,1,2,2,#NULL!,#NULL!,1,20,1,2,Bernarr Brodbin,12,1,1,2300,48,1,2,1,1,8.1,7.2,2,1,1,1,2,tambah gendut,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1 km,2,,2,1,1,1,2,1,Tidak Stunting
Chiquia Baress,26188 Menomonie Street,Virginia,United States,,147,79,3,37,2,1,2,2,#NULL!,#NULL!,1,22,#NULL!,3,Chiquia Baress,1,1,1,2100,#NULL!,1,2,2,2,4,52,3,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Tidak Stunting
Susana Caser,3 Elmside Court,West Virginia,United States,,139,43,2,29,2,1,2,2,#NULL!,#NULL!,1,17,1,2,Susana Caser,16,2,1,3000,48,1,2,1,2,9,74,3,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2 km,1,Suntik,2,1,1,1,1,2,Tidak Stunting
Phebe Dealey,6503 Prairieview Lane,Georgia,United States,,155,61,3,24,2,1,1,1,2,4000000,1,19,1,2,Phebe Dealey,1,2,1,4250,52,1,2,2,2,4.9,59,3,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1 km,2,,1,1,1,1,1,1,Stunting
Ashlen Pietersen,6130 Sundown Plaza,Michigan,United States,,142,45,2,27,2,1,1,2,1,100000,1,21,1,2,Ashlen Pietersen,12,2,1,3600,49,2,2,1,#NULL!,8,73,3,#NULL!,1,1,1,Agar Kenyang,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3 km,1,pil,1,1,1,1,2,2,Tidak Stunting
Callean Haycroft,2417 Evergreen Court,Illinois,United States,,150,40,1,26,3,2,1,1,2,3000000,1,22,1,1,Callean Haycroft,24,1,1,2100,42,1,1,2,1,10,82,3,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Tidak Stunting
Verine Featherbie,4 Mccormick Hill,Nevada,United States,,144,54,3,28,3,1,1,1,1,300000,1,22,1,2,Verine Featherbie,14,2,1,3300,#NULL!,1,2,1,1,7,75,2,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Tidak Stunting
Cassie Firks,7 Schlimgen Road,Massachusetts,United States,,158,44,1,21,3,1,2,2,2,3000000,1,19,1,1,Cassie Firks,16,2,1,4000,#NULL!,1,2,2,2,10,78,3,1,1,1,2,anggota posyandu,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,50meter,1,suntik 3 ,1,1,1,1,1,2,Tidak Stunting
Diana Doubleday,9323 Clove Drive,Texas,United States,3.60E+15,160,44,1,29,2,1,3,1,1,600000,1,25,1,2,Diana Doubleday,18,2,1,3000,54,1,1,1,1,10,83,3,1,1,1,1,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 km,1,Suntik,1,1,1,1,1,2,Tidak Stunting
Dore Aylin,76 Starling Circle,Connecticut,United States,3.60E+15,156,41,2,25,3,2,3,0,2,3000000,1,24,1,1,Dore Aylin,4,2,1,3500,49,1,2,1,1,6.3,62,3,1,2,2,1,,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1 km,1,Suntik,1,1,1,1,1,1,Tidak Stunting
Rosamond Klemz,7 Westend Drive,California,United States,,#NULL!,55,#NULL!,24,3,1,2,2,#NULL!,#NULL!,1,20,2,#NULL!,Rosamond Klemz,19,2,1,3000,#NULL!,2,2,1,1,#NULL!,75,#NULL!,2,1,1,2,supaya bb naik,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,"0,02 km",2,,1,1,1,1,1,1,Stunting
Sibley MacGillivrie,050 5th Hill,Colorado,United States,3.60E+15,144,59,3,25,2,1,3,1,2,3900000,#NULL!,23,1,1,Sibley MacGillivrie,18,2,1,2800,47,2,2,2,1,7,76,1,1,1,1,2,Sering nangis,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,"0,2 km",1,Suntik,2,1,1,1,1,2,Stunting
